A,B,C,D,E,F,G,H,I,class
0.05524657,0.270938446,0.183006536,0.01810371,0.002427407,0.069027343,0.041044372,0.03863432,0.056169548,1
0.025775231,0.331987891,0.196078431,0.017145153,0.000698308,0.021690079,0.026518288,0.042001515,0.018023935,1
0.006674082,0.467709384,0.294117647,0.004588561,0.000424518,0.026564011,0.032822434,0.020117757,0.006057007,1
0.099145615,0.266902119,0.124183007,0.092236213,0.007096461,0.059631185,0.054652094,0.123603115,0.086952933,1
0.163757638,0.148335015,0.128104575,0.077736057,0.006415135,0.062804233,0.050086179,0.1072525,0.154560197,1
0.076751947,0.469223007,0.433986928,0.075553519,0.015312224,0.161434384,0.096603825,0.095791186,0.095251434,1
0.063772116,0.38950555,0.381699346,0.044846286,0.006576395,0.102925149,0.076801039,0.062503116,0.07309128,1
0.083055247,0.37184662,0.282352941,0.05419193,0.009140803,0.124613549,0.082341432,0.072992161,0.091745893,1
0.136268602,0.332492432,0.248366013,0.125097848,0.014835637,0.099074672,0.092476043,0.153782546,0.13223171,1
0.044493882,0.322906155,0.273202614,0.012884409,0.000725797,0.026816043,0.052521537,0.022511005,0.046003971,1
0.018168335,0.443491423,0.550326797,0.013960498,0.000137194,0.007149254,0.054447125,0.023444404,0.020071769,1
0.07415647,0.147325933,0.19869281,0.002797701,0.0001839,0.018132687,0.032378086,0.015178399,0.070958291,1
0.054505006,0.215943491,0.298039216,0.009570704,0.000632618,0.027716917,0.042448036,0.023531337,0.055976377,1
0.034853541,0.347628658,0.262745098,0.013233441,0.001944962,0.065529209,0.044435069,0.029419552,0.03853553,1
0.034853541,0.347628658,0.262745098,0.013233441,0.001944962,0.065529209,0.044435069,0.029419552,0.03853553,1
0.027808676,0.396569122,0.309803922,0.019776849,0.002316257,0.062648268,0.041931209,0.040639225,0.030380307,1
0.030404153,0.397073663,0.283660131,0.019394387,0.001670327,0.045991934,0.044126645,0.039268424,0.03074038,1
0.106785317,0.132189707,0.145098039,0.015455536,0.00111647,0.035788741,0.033080279,0.037871463,0.099587194,1
0.147942158,0.152875883,0.176470588,0.032182376,0.004379601,0.086624971,0.059239736,0.051451055,0.151197958,1
0.015572859,0.304238143,0.330718954,0.001505348,6.89715E-05,0.014095635,0.028809645,0.015630578,0.01354175,1
0.00783416,0.345610494,0.328104575,0.000905316,4.53905E-05,0.013593823,0.024510299,0.018624559,0.003577039,1
0,0.421291625,0.670588235,0.003934821,4.4907E-05,0.010455001,0.033529046,0.017610808,0,1
0.601071522,0.11654894,0.08496732,0.368347229,0.017106472,0.036689905,0.148222921,0.413911406,0.492281072,2
0.475589441,0.231079717,0.291503268,0.175161398,0.049966172,0.257216101,0.315612407,0.154554034,0.504989415,2
0.20258413,0.274974773,0.159477124,0.179598719,0.018771891,0.089565492,0.099452506,0.212914743,0.18001499,2
0.517982944,0.12764884,0.218300654,0.3405356,0.026885081,0.068273973,0.164616009,0.381086177,0.436996052,2
0.247311828,0.084517035,0.128741485,0.148853175,0.001580557,0.002349277,0.040299704,0.184889109,0.191160019,2
0.202817946,0.082744702,0.396078431,0.188891397,0.002047519,0.002315274,0.060253494,0.22641001,0.145663191,2
0.218380434,0.039354188,0.28627451,0.163853272,0.001340774,0,0.037387948,0.20107317,0.169337711,2
0.503800646,0.082240161,0.216993464,0.356582276,0.031555387,0.077729981,0.115064578,0.402206769,0.470435694,2
0.374050452,0.24974773,0.25751634,0.351927209,0.043514212,0.112001502,0.182318885,0.391729082,0.312454585,2
0.43295021,0.192230071,0.247058824,0.513228446,0.020311571,0.03021977,0.142042755,0.567823729,0.277892838,2
0.572836415,0.198284561,0.28627451,0.533747881,0.067553784,0.116657403,0.241671742,0.582848339,0.461068469,2
0.740452354,0.143289606,0.039215686,0.355275967,0.095007698,0.252468712,0.275456974,0.395113927,0.702860213,3
0.629217649,0.063067608,0.203921569,0.269605637,0.024859394,0.080256324,0.139341848,0.306669569,0.583559984,3
0.579587981,0,0.233628195,0.051047806,0.007636059,0.10851506,0.102506004,0.068760405,0.585076002,3
0.592139414,0.091321897,0.321023596,0.096767526,0.070297995,0.61921398,0.262369629,0,0.753065623,3
0.684508029,0.113916477,0.15507908,0.144361685,0.018013015,0.106243866,0.218360961,0.148029525,0.655356564,3
0.647756767,0.192982491,0.254259743,0.224157104,0.074782255,0.308403453,0.355257451,0.208741481,0.646559485,3
0.833147942,0.199798184,0.632679739,0.474846495,0.158753547,0.321735609,0.657743476,0.441309703,0.841641966,3
0.629217649,0.230070636,0.508496732,0.328815582,0.085724003,0.244969013,0.490189349,0.303464008,0.638144988,3
0.629217649,0.163975782,0.418300654,0.350564498,0.078901982,0.210974173,0.349428736,0.365982459,0.612661062,3
0.647756767,0.176084763,0.546405229,0.292724372,0.04916321,0.153798547,0.468948193,0.262067841,0.643381496,3
0.573600297,0.101917255,0.205228758,0.244088936,0.032993907,0.120817903,0.171141104,0.275010726,0.533298346,3
1,0.204339051,0.469281046,0.539964513,0.17956664,0.321403009,0.678797591,0.51711693,1,3
0.825673021,0.155398587,0.785620915,0.342601875,0.145052499,0.404066001,0.766369385,0.183059466,0.924178511,3
0.85168706,0.207366297,0.537254902,0.552210896,0.217125271,0.381941471,0.59182698,0.552230997,0.838068446,3
0.703374119,0.27346115,0.321568627,0.479572689,0.22944489,0.464459439,0.458087897,0.494294634,0.708496006,3
0.92584353,0.543895055,0.51372549,1,1,1,0.959329366,1,0.916294367,3
0.555061179,0.172048436,0,0.399787727,0.072157057,0.168441017,0.223679091,0.447287134,0.487224369,3
0.814608825,0.094349142,0.380392157,0.158842082,0.028759044,0.158987385,0.398763499,0.059637603,0.849909892,3
